Date,Open,High,Adj Close1,Low,Close,Adj Close,Volume
2011/9/7,118.760002,120.339996,105.237305,118.360001,120.290001,105.237305,209803200
2011/9/8,119.57,120.940002,104.14373,118.769997,119.040001,104.14373,250568200
2011/9/9,117.68,119.059998,101.414154,115.279999,115.919998,101.414154,380195100
2011/9/12,114.470001,116.760002,102.070282,114.050003,116.669998,102.070282,305793500
2011/9/13,117.050003,118.18,103.006386,116.220001,117.739998,103.006386,272514700
2011/9/14,118.339996,120.800003,104.432426,116.720001,119.370003,104.432426,319389500
2011/9/15,120.650002,121.470001,106.234634,119.400002,121.43,106.234634,326777200
2011/9/16,121.290001,121.970001,106.863403,120.32,121.519997,106.863403,284528300
2011/9/19,119.529999,120.93,105.799347,118.720001,120.309998,105.799347,241517000
2011/9/20,120.82,121.989998,105.676231,120.010002,120.169998,105.676231,218932200
2011/9/21,120.230003,120.599998,102.563187,116.440002,116.629997,102.563187,316251300
2011/9/22,113.25,114.209999,99.247871,111.300003,112.860001,99.247871,513911300
2011/9/23,112.110001,114.160004,99.845856,112.019997,113.540001,99.845856,307242500
2011/9/26,114.610001,116.400002,102.22023,112.980003,116.239998,102.22023,260673700
2011/9/27,118.529999,119.559998,103.363449,116.839996,117.540001,103.363449,311753900
2011/9/28,117.779999,118.489998,101.252892,114.970001,115.139999,101.252892,286696800
2011/9/29,117.050003,117.629997,102.053139,113.93,116.050003,102.053139,298108900
2011/9/30,114.449997,115.449997,99.50293,113.07,113.150002,99.50293,288392300
2011/10/3,112.489998,113.949997,96.671288,109.809998,109.93,96.671288,365136800
2011/10/4,108.349998,112.580002,98.790604,107.43,112.339996,98.790604,459177500
2011/10/5,112.620003,114.720001,100.619759,111.580002,114.419998,100.619759,284108000
2011/10/6,114.360001,116.660004,102.440071,113.510002,116.489998,102.440071,257800800
2011/10/7,117.169998,117.25,101.754158,115.059998,115.709999,101.754158,312657900
2011/10/10,117.68,119.629997,105.157372,117.669998,119.580002,105.157372,230666300
2011/10/11,118.870003,120.040001,105.262917,118.75,119.699997,105.262917,209088000
2011/10/12,120.599998,122.139999,106.186264,120.330002,120.75,106.186264,281544900
2011/10/13,120.040001,120.870003,105.97522,119.120003,120.510002,105.97522,212538800
2011/10/14,121.910004,122.599998,107.786743,121.230003,122.57,107.786743,211397600
2011/10/17,121.989998,122.550003,105.728989,119.93,120.230003,105.728989,202311600
2011/10/18,120.139999,123.5,107.795563,119.199997,122.580002,107.795563,318857900
2011/10/19,122.379997,123.080002,106.520447,120.709999,121.129997,106.520447,226601300
2011/10/20,121.43,122.099998,106.986526,119.82,121.660004,106.986526,262075600
2011/10/21,123.089996,124.120003,109.017906,122.720001,123.970001,109.017906,278999400
2011/10/24,124.169998,125.800003,110.354561,124.059998,125.489998,110.354561,203215600
2011/10/25,124.889999,124.949997,108.20887,122.779999,123.050003,108.20887,268596800
2011/10/26,124.349998,124.769997,109.308113,122.209999,124.300003,109.308113,289053800
2011/10/27,127.629997,129.419998,113.115868,126.610001,128.630005,113.115868,393220200
2011/10/28,128,128.850006,113.089485,127.800003,128.600006,113.089485,225906500
2011/10/31,127.160004,128.619995,110.36338,125.32,125.5,110.36338,228146700
2011/11/1,122.029999,123.510002,107.2855,121.519997,122,107.2855,416565800
2011/11/2,123.830002,124.400002,109.0355,122.790001,123.989998,109.0355,244717600
2011/11/3,125.269997,126.5,111.022919,123.599998,126.25,111.022919,291174800
2011/11/4,125.230003,125.699997,110.345772,124.010002,125.480003,110.345772,249401600
2011/11/7,125.389999,126.389999,111.0317,124.199997,126.260002,111.0317,196617200
2011/11/8,126.919998,128.020004,112.456322,125.709999,127.879997,112.456322,224426300
2011/11/9,124.889999,125.800003,108.305611,122.860001,123.160004,108.305611,337982000
2011/11/10,124.790001,124.940002,109.325706,123.019997,124.32,109.325706,231866500
2011/11/11,125.830002,126.989998,111.383461,125.790001,126.660004,111.383461,189924400
2011/11/14,126.190002,127.449997,110.328186,124.919998,125.459999,110.328186,159258300
2011/11/15,125.169998,126.75,110.873383,124.720001,126.080002,110.873383,184709400
2011/11/16,124.809998,126.339996,109.114647,123.900002,124.080002,109.114647,235782500
2011/11/17,123.849998,124.160004,107.382225,121.230003,122.110001,107.382225,331219600
2011/11/18,122.5,122.75,107.267929,121.470001,121.980003,107.267929,215580400
2011/11/21,120.199997,120.349998,105.22773,118.650002,119.660004,105.22773,229611600
2011/11/22,119.400002,120.099998,104.814415,118.519997,119.190002,104.814415,216494900
2011/11/23,118.07,119.190002,102.50164,116.559998,116.559998,102.50164,224329100
2011/11/25,116.379997,117.699997,102.308159,116.199997,116.339996,102.308159,99557000
2011/11/28,119.540001,120.18,105.271706,118.82,119.709999,105.271706,210686000
2011/11/29,120.050003,121,105.570702,119.610001,120.050003,105.570702,199241500
2011/11/30,123.489998,125.220001,109.914864,120,124.989998,109.914864,324439500
2011/12/1,124.849998,125.639999,109.897278,124.43,124.970001,109.897278,176954800
2011/12/2,126.120003,126.5,109.800575,124.779999,124.860001,109.800575,221109700
2011/12/5,126.839996,127.18,110.996544,125.440002,126.220001,110.996544,225263900
2011/12/6,126.209999,127.110001,111.0317,125.760002,126.260002,111.0317,178842100
2011/12/7,125.839996,127.260002,111.445015,124.970001,126.730003,111.445015,237802500
2011/12/8,125.900002,126.18,109.000313,123.650002,123.949997,109.000313,240862800
2011/12/9,124.510002,126.370003,110.847038,124.400002,126.050003,110.847038,209111400
2011/12/12,124.949997,124.970001,109.228958,123.160004,124.209999,109.228958,215826100
2011/12/13,124.860001,125.57,108.20887,122.449997,123.050003,108.20887,245159800
2011/12/14,122.559998,123.029999,107.056862,121.470001,121.739998,107.056862,238618800
2011/12/15,123.029999,123.199997,107.44381,121.989998,122.18,107.44381,199109200
2011/12/16,122.230003,122.949997,107.603096,121.300003,121.589996,107.603096,220481400
2011/12/19,122.059998,122.32,106.452629,120.029999,120.290001,106.452629,183903000
2011/12/20,122.18,124.139999,109.673927,120.370003,123.93,109.673927,225418100
2011/12/21,123.93,124.360001,109.886299,122.75,124.169998,109.886299,194230900
2011/12/22,124.629997,125.400002,110.859764,124.230003,125.269997,110.859764,119465400
2011/12/23,125.669998,126.43,111.850945,125.410004,126.389999,111.850945,92187200
2011/12/27,126.169998,126.82,111.93943,126.059998,126.489998,111.93943,86075700
2011/12/28,126.510002,126.529999,110.470383,124.730003,124.830002,110.470383,119107100
2011/12/29,125.239998,126.25,111.611977,124.860001,126.120003,111.611977,123507200
2011/12/30,126.019997,126.330002,111.063309,125.5,125.5,111.063309,95599000
2012/1/3,127.760002,128.380005,112.833237,127.43,127.5,112.833237,193697900
2012/1/4,127.199997,127.809998,113.010254,126.709999,127.699997,113.010254,127186500
2012/1/5,127.010002,128.229996,113.311104,126.43,128.039993,113.311104,173895000
2012/1/6,128.199997,128.220001,113.019089,127.290001,127.709999,113.019089,148050000
2012/1/9,128,128.179993,113.293442,127.410004,128.020004,113.293442,99530200
2012/1/10,129.389999,129.649994,114.275764,128.949997,129.130005,114.275764,115282000
2012/1/11,128.729996,129.369995,114.337685,128.520004,129.199997,114.337685,111540700
2012/1/12,129.570007,129.699997,114.612007,128.539993,129.509995,114.612007,118983700
2012/1/13,128.639999,129.050003,114.019096,127.720001,128.839996,114.019096,179836200
2012/1/17,130.080002,130.320007,114.461594,128.899994,129.339996,114.461594,132209200
2012/1/18,129.309998,130.839996,115.727097,129.080002,130.770004,115.727097,163395200
2012/1/19,131.220001,131.570007,116.337708,130.800003,131.460007,116.337708,126328900
2012/1/20,131.240005,131.949997,116.771317,130.919998,131.949997,116.771317,138230200
2012/1/23,131.509995,132.25,116.470459,130.979996,131.610001,116.470459,129295800
2012/1/24,130.800003,131.5,116.337708,130.600006,131.460007,116.337708,103083300
2012/1/25,131.259995,132.869995,117.31118,130.75,132.559998,117.31118,198613200
2012/1/26,133.149994,133.399994,116.709419,131.360001,131.880005,116.709419,184880500
2012/1/27,131.240005,132.050003,116.656311,131.149994,131.820007,116.656311,135259100
2012/1/30,130.509995,131.440002,116.258041,130.059998,131.369995,116.258041,147311800
2012/1/31,132.020004,132.179993,116.213814,130.679993,131.320007,116.213814,157212000
2012/2/1,132.289993,133.139999,117.231537,132.130005,132.470001,117.231537,166234500
2012/2/2,132.729996,133.020004,117.417366,132.210007,132.679993,117.417366,113090400
2012/2/3,134,134.619995,119.0634,133.770004,134.539993,119.0634,160598500
2012/2/6,133.979996,134.509995,118.98378,133.830002,134.449997,118.98378,107694500
2012/2/7,134.169998,135.020004,119.28466,133.639999,134.789993,119.28466,135528100
2012/2/8,134.860001,135.220001,119.638634,134.309998,135.190002,119.638634,139361400
2012/2/9,135.410004,135.589996,119.789055,134.559998,135.360001,119.789055,148602900
2012/2/10,134.160004,134.470001,118.904121,133.839996,134.360001,118.904121,167907500
2012/2/13,135.320007,135.520004,119.789055,134.740005,135.360001,119.789055,115841900
2012/2/14,135,135.270004,119.638634,134.25,135.190002,119.638634,165329500
2012/2/15,135.630005,135.830002,119.081093,134.289993,134.559998,119.081093,195195100
2012/2/16,134.570007,136.169998,120.399719,134.330002,136.050003,120.399719,186567800
2012/2/17,136.520004,136.630005,120.7183,135.960007,136.410004,120.7183,129869400
2012/2/21,136.729996,137.050003,120.771408,136.050003,136.470001,120.771408,134042300
2012/2/22,136.259995,136.550003,120.382034,135.789993,136.029999,120.382034,124455300
2012/2/23,135.960007,136.729996,120.912971,135.5,136.630005,120.912971,137704300
2012/2/24,136.929993,137.199997,121.178452,136.630005,136.929993,121.178452,105539100
2012/2/27,136.020004,137.529999,121.382019,135.800003,137.160004,121.382019,145728900
2012/2/28,137.199997,137.720001,121.736008,136.929993,137.559998,121.736008,129355900
2012/2/29,137.759995,138.190002,121.258133,136.539993,137.020004,121.258133,185934700
2012/3/1,137.309998,137.990005,121.886459,136.929993,137.729996,121.886459,145023500
2012/3/2,137.639999,137.820007,121.514786,137,137.309998,121.514786,120638300
2012/3/5,137.100006,137.199997,121.019188,136.279999,136.75,121.019188,140765000
2012/3/6,135.350006,135.429993,119.249252,134.360001,134.75,119.249252,202129900
2012/3/7,135.059998,135.910004,120.081116,134.929993,135.690002,120.081116,143692200
2012/3/8,136.520004,137.320007,121.275826,136.240005,137.039993,121.275826,116968900
2012/3/9,137.300003,137.929993,121.744827,137.130005,137.570007,121.744827,122836800
2012/3/12,137.550003,137.759995,121.753716,137.089996,137.580002,121.753716,104003500
2012/3/13,138.320007,140.130005,123.948418,138.089996,140.059998,123.948418,184090500
2012/3/14,140.100006,140.449997,123.815689,139.479996,139.910004,123.815689,145163600
2012/3/15,140.119995,140.779999,124.532486,139.759995,140.720001,124.532486,165118500
2012/3/16,140.360001,140.479996,124.704887,140,140.300003,124.704887,152893500
2012/3/19,140.210007,141.279999,125.193794,140.110001,140.850006,125.193794,125291100
2012/3/20,140.050003,140.610001,124.829414,139.639999,140.440002,124.829414,121729700
2012/3/21,140.520004,140.649994,124.624947,139.919998,140.210007,124.624947,122388400
2012/3/22,139.179993,139.550003,123.727211,138.740005,139.199997,123.727211,135216700
2012/3/23,139.320007,139.809998,124.127205,138.550003,139.649994,124.127205,120521000
2012/3/26,140.649994,141.610001,125.869324,140.600006,141.610001,125.869324,120164000
2012/3/27,141.740005,141.830002,125.478203,141.080002,141.169998,125.478203,119868500
2012/3/28,141.100006,141.320007,124.856041,139.639999,140.470001,124.856041,148562100
2012/3/29,139.639999,140.490005,124.642715,139.089996,140.229996,124.642715,164963700
2012/3/30,140.919998,141.050003,125.158249,140.050003,140.809998,125.158249,135486800
2012/4/2,140.639999,142.210007,126.073746,140.360001,141.839996,126.073746,151741100
2012/4/3,141.639999,141.880005,125.558212,140.429993,141.259995,125.558212,155806700
2012/4/4,140.220001,140.339996,124.31385,139.339996,139.860001,124.31385,146896000
2012/4/5,139.380005,140.199997,124.25164,139.259995,139.789993,124.25164,137439400
2012/4/9,138.029999,139.839996,122.856125,137.839996,138.220001,122.856125,127555900
2012/4/10,137.949997,138.339996,120.794037,135.759995,135.899994,120.794037,235360300
2012/4/11,137.289993,137.539993,121.771774,136.75,137,121.771774,154133000
2012/4/12,137.130005,138.899994,123.36277,137.029999,138.789993,123.36277,154321500
2012/4/13,138.470001,138.820007,121.896179,137.009995,137.139999,121.896179,169246700
2012/4/16,137.839996,138.039993,121.816216,136.580002,137.050003,121.816216,147825300
2012/4/17,137.839996,139.360001,123.620567,137.699997,139.080002,123.620567,147877600
2012/4/18,138.460007,139.080002,123.202805,138.380005,138.610001,123.202805,123884200
2012/4/19,138.630005,139.149994,122.411713,137.070007,137.720001,122.411713,198666700
2012/4/20,138.330002,138.830002,122.616142,137.869995,137.949997,122.616142,143199600
2012/4/23,136.539993,136.910004,121.585114,135.940002,136.789993,121.585114,171844900
2012/4/24,136.910004,137.660004,122.047302,136.800003,137.309998,122.047302,137484200
2012/4/25,138.649994,139.25,123.718323,138.529999,139.190002,123.718323,150252200
2012/4/26,138.889999,140.320007,124.580505,138.809998,140.160004,124.580505,136291600
2012/4/27,140.580002,140.789993,124.784935,139.800003,140.389999,124.784935,130725000
2012/4/30,140.110001,140.210007,124.322723,139.490005,139.869995,124.322723,115092200
2012/5/1,139.789993,141.660004,125.096008,139.630005,140.740005,125.096008,138832200
2012/5/2,139.919998,140.460007,124.722733,139.460007,140.320007,124.722733,121081000
2012/5/3,140.339996,140.449997,123.771667,138.990005,139.25,123.771667,143759700
2012/5/4,138.520004,139.300003,121.771774,136.919998,137,121.771774,193927300
2012/5/7,136.509995,137.559998,121.860634,136.460007,137.100006,121.860634,127765900
2012/5/8,136.279999,136.770004,121.37178,134.919998,136.550003,121.37178,213377700
2012/5/9,135.100006,136.610001,120.651802,134.490005,135.740005,120.651802,220752500
2012/5/10,136.679993,136.850006,120.900703,135.710007,136.020004,120.900703,150600000
2012/5/11,135.169998,136.869995,120.53624,135.110001,135.610001,120.53624,153032400
2012/5/14,134.309998,135.610001,119.20298,133.910004,134.110001,119.20298,163910000
2012/5/15,134.020004,134.809998,118.518547,133.130005,133.339996,118.518547,207629300
2012/5/16,133.940002,134.550003,118.065262,132.800003,132.830002,118.065262,207265500
2012/5/17,132.860001,133.020004,116.314247,130.789993,130.860001,116.314247,247992900
2012/5/18,131.369995,131.600006,115.318741,129.550003,129.740005,115.318741,319615900
2012/5/21,130.160004,132.020004,117.30085,129.949997,131.970001,117.30085,177861100
2012/5/22,132.309998,133.229996,117.505295,131.339996,132.199997,117.505295,197531200
2012/5/23,131.25,132.460007,117.56749,129.990005,132.270004,117.56749,204958400
2012/5/24,132.630005,132.839996,117.798607,131.419998,132.529999,117.798607,167357600
2012/5/25,132.479996,132.850006,117.416428,131.779999,132.100006,117.416428,135465600
2012/5/29,133.160004,133.929993,118.838562,131.169998,133.699997,118.838562,152883500
2012/5/30,132.559998,133.690002,117.114197,131.490005,131.759995,117.114197,162370400
2012/5/31,131.710007,132.449997,116.856438,130.339996,131.470001,116.856438,196186000
2012/6/1,129.410004,131.5,113.914352,128.160004,128.160004,113.914352,253240900
2012/6/4,128.389999,128.740005,113.861046,127.139999,128.100006,113.861046,202545800
2012/6/5,127.849998,129.259995,114.723213,127.779999,129.070007,114.723213,164149400
2012/6/6,129.970001,132.029999,117.30085,129.929993,131.970001,117.30085,184202800
2012/6/7,133.470001,133.529999,117.371964,131.779999,132.050003,117.371964,184772700
2012/6/8,131.710007,133.130005,118.30526,131.289993,133.100006,118.30526,143915400
2012/6/11,134.169998,134.25,116.803116,131.279999,131.410004,116.803116,169756100
2012/6/12,131.789993,133.009995,118.145241,131.160004,132.919998,118.145241,181931800
2012/6/13,132.529999,133.360001,117.389755,131.619995,132.070007,117.389755,172223900
2012/6/14,132.339996,134,118.63414,131.979996,133.470001,118.63414,230615500
2012/6/15,133.380005,134.259995,119.847435,133.100006,134.139999,119.847435,169444500
2012/6/18,133.580002,134.729996,120.079742,133.279999,134.399994,120.079742,131360900
2012/6/19,135.080002,136.25,121.241211,134.369995,135.699997,121.241211,137382600
2012/6/20,135.710007,136.100006,121.044655,134.270004,135.479996,121.044655,206451800
2012/6/21,135.639999,135.779999,118.328552,132.330002,132.440002,118.328552,205272200
2012/6/22,133.130005,133.710007,119.239899,132.619995,133.460007,119.239899,130029200
2012/6/25,132.050003,132.100006,117.327911,130.850006,131.320007,117.327911,146375700
2012/6/26,131.699997,132.380005,117.91758,130.929993,131.979996,117.91758,141634000
2012/6/27,132.419998,133.429993,118.980804,131.970001,133.169998,118.980804,108088000
2012/6/28,132.289993,132.990005,118.641281,131.279999,132.789993,118.641281,169242100
2012/6/29,135.199997,136.270004,121.59861,134.850006,136.100006,121.59861,212250900
